ADDRESS	CRIME_TYPE	<YEAR1>	CRIME_COUNT	<YEAR2>	CRIME_COUNT...
-97.67076422,30.26677212	PUBLIC INTOXICATION	2015	6	2010	16	
-97.67076422,30.26677212	FAMILY DISTURBANCE	2015	12	2010	2	
-97.67076422,30.26677212	DISTURBANCE - OTHER	2015	8	2010	12	
-97.67076422,30.26677212	RECKLESS DRIVING	2015	2	2010	2	
-97.67076422,30.26677212	CRIMINAL MISCHIEF	2015	10	2010	12	
-97.67076422,30.26677212	DRIVING WHILE LICENSE INVALID	2015	14	2010	15	
-97.67076422,30.26677212	CRASH/FATALITY	2015	2	2010	1	
-97.67076422,30.26677212	ASSAULT ON PUBLIC SERVANT	2015	1	2010	1	
-97.67076422,30.26677212	ASSAULT BY THREAT	2015	1	2010	1	
-97.67076422,30.26677212	MISSING ADULT	2015	1	2010	1	
-97.67076422,30.26677212	VIOL STATE LAW - OTHER	2015	2	2010	6	
-97.67076422,30.26677212	DWI 2ND	2015	4	2010	6	
-97.67076422,30.26677212	VOCO SOLICITATION PROHIBIT	2015	1	2010	15	
-97.67076422,30.26677212	THEFT INFORMATION	2015	1	2010	1	
-97.67076422,30.26677212	ASSAULT BY CONTACT FAM/DATING	2015	2	2010	1	
-97.67076904,30.30853127	IMPOUNDED VEH	2015	2	2010	7	
-97.67076904,30.30853127	FOUND CONTROLLED SUBSTANCE	2015	1	2010	1	
-97.67076904,30.30853127	POSS OF DRUG PARAPHERNALIA	2015	5	2010	9	
-97.67076904,30.30853127	FOUND PROPERTY	2015	3	2010	6	
-97.67076904,30.30853127	THEFT	2015	7	2009	1	2010	14	
-97.67076904,30.30853127	UNLAWFUL CARRYING WEAPON	2015	2	2010	3	
-97.67076904,30.30853127	AUTO THEFT INFORMATION	2015	2	2010	2	
-97.67076904,30.30853127	ASSIST EMS	2015	1	2010	1	
-97.67076904,30.30853127	BURGLARY NON RESIDENCE	2015	1	2010	1	
-97.67076904,30.30853127	DOC EXPOSURE	2015	1	2010	1	
-97.67076904,30.30853127	CUSTODY ARREST TRAFFIC WARR	2015	18	2010	37	
-97.67076904,30.30853127	REQUEST TO APPREHEND	2015	6	2010	16	
-97.67076904,30.30853127	FAILURE TO IDENTIFY	2015	1	2010	1	
-97.67076904,30.30853127	AGG ASSAULT	2015	3	2010	7	
-97.67076904,30.30853127	HARASSMENT	2015	1	2010	2	
-97.67076904,30.30853127	ASSAULT W/INJURY-FAM/DATE VIOL	2015	4	2010	7	
-97.67076904,30.30853127	ASSAULT INFORMATION	2015	4	2010	2	
-97.67076904,30.30853127	POSS MARIJUANA	2015	20	2010	26	
-97.67076904,30.30853127	ASSIST COMPLAINANT	2015	1	2010	2	
-97.67076904,30.30853127	FELONY ENHANCEMENT/ASSLT W/INJ	2015	1	2010	4	
-97.67076904,30.30853127	TRAFFIC HAZARD/DEBRIS	2015	1	2010	11	
-97.67076904,30.30853127	CRASH/FAIL STOP AND RENDER AID	2015	11	2010	3	
-97.67076904,30.30853127	WARRANT ARREST NON TRAFFIC	2015	14	2010	16	
-97.67076904,30.30853127	ASSAULT WITH INJURY	2015	3	2010	4	
-97.67076904,30.30853127	AUTO THEFT	2015	4	2010	3	
-97.67076904,30.30853127	CRASH/CITY VEHICLE	2015	1	2010	4	
-97.67076904,30.30853127	ABANDONED VEH	2015	10	2010	9	
-97.67076904,30.30853127	CRASH/LEAVING THE SCENE	2015	155	2010	93	
-97.67076904,30.30853127	PEDESTRIAN ON ROADWAY	2015	1	2010	10	
-97.67076904,30.30853127	THEFT FROM AUTO	2015	1	2010	1	
-97.67076904,30.30853127	LOST PROP	2015	11	2010	29	
-97.67076904,30.30853127	CRASH/AUTO VS PEDESTRIAN	2015	1	2010	1	
-97.67076904,30.30853127	POSS CONTROLLED SUB/NARCOTIC	2015	13	2010	3	
-97.67076904,30.30853127	THEFT FROM PERSON	2015	4	2010	1	
-97.67076904,30.30853127	SUSPICIOUS VEH	2015	1	2010	5	
-97.67076904,30.30853127	ASSAULT BY CONTACT	2015	1	2010	1	
-97.67076904,30.30853127	DEL CONTROLLED SUB/NARCOTIC	2015	1	2010	3	
-97.67076904,30.30853127	CRASH/NO INJURY	2015	3	2010	3	
-97.67076904,30.30853127	DRIVING WHILE INTOX / FELONY	2015	1	2010	4	
-97.67076904,30.30853127	BURGLARY OF VEHICLE	2015	7	2010	9	
-97.67076904,30.30853127	DWI	2015	30	2010	38	
-97.67076904,30.30853127	DAMAGE CITY PROP	2015	5	2010	3	
-97.67076904,30.30853127	PUBLIC INTOXICATION	2015	6	2010	16	
-97.67076904,30.30853127	FAMILY DISTURBANCE	2015	12	2010	2	
-97.67076904,30.30853127	DISTURBANCE - OTHER	2015	8	2010	12	
-97.67076904,30.30853127	RECKLESS DRIVING	2015	2	2010	2	
-97.67076904,30.30853127	CRIMINAL MISCHIEF	2015	10	2010	12	
-97.67076904,30.30853127	DRIVING WHILE LICENSE INVALID	2015	15	2010	15	
-97.67076904,30.30853127	CRASH/FATALITY	2015	2	2010	1	
-97.67076904,30.30853127	ASSAULT ON PUBLIC SERVANT	2015	1	2010	1	
-97.67076904,30.30853127	ASSAULT BY THREAT	2015	1	2010	1	
-97.67076904,30.30853127	MISSING ADULT	2015	1	2010	1	
-97.67076904,30.30853127	VIOL STATE LAW - OTHER	2015	2	2010	6	
-97.67076904,30.30853127	DWI 2ND	2015	4	2010	6	
-97.67076904,30.30853127	VOCO SOLICITATION PROHIBIT	2015	1	2010	15	
-97.67076904,30.30853127	THEFT INFORMATION	2015	2	2010	1	
-97.67076904,30.30853127	ASSAULT BY CONTACT FAM/DATING	2015	2	2010	1	
-97.67084573,30.35883197	IMPOUNDED VEH	2015	2	2010	7	
-97.67084573,30.35883197	FOUND CONTROLLED SUBSTANCE	2015	1	2010	1	
-97.67084573,30.35883197	POSS OF DRUG PARAPHERNALIA	2015	5	2010	9	
-97.67084573,30.35883197	FOUND PROPERTY	2015	3	2010	6	
-97.67084573,30.35883197	THEFT	2015	7	2009	1	2010	14	
-97.67084573,30.35883197	UNLAWFUL CARRYING WEAPON	2015	2	2010	3	
-97.67084573,30.35883197	AUTO THEFT INFORMATION	2015	2	2010	2	
-97.67084573,30.35883197	ASSIST EMS	2015	1	2010	1	
-97.67084573,30.35883197	BURGLARY NON RESIDENCE	2015	1	2010	1	
-97.67084573,30.35883197	DOC EXPOSURE	2015	1	2010	1	
-97.67084573,30.35883197	CUSTODY ARREST TRAFFIC WARR	2015	18	2010	37	
-97.67084573,30.35883197	REQUEST TO APPREHEND	2015	6	2010	16	
-97.67084573,30.35883197	FAILURE TO IDENTIFY	2015	1	2010	1	
-97.67084573,30.35883197	AGG ASSAULT	2015	3	2010	7	
-97.67084573,30.35883197	HARASSMENT	2015	1	2010	2	
-97.67084573,30.35883197	ASSAULT W/INJURY-FAM/DATE VIOL	2015	4	2010	7	
-97.67084573,30.35883197	ASSAULT INFORMATION	2015	4	2010	2	
-97.67084573,30.35883197	POSS MARIJUANA	2015	20	2010	26	
-97.67084573,30.35883197	ASSIST COMPLAINANT	2015	1	2010	2	
-97.67084573,30.35883197	FELONY ENHANCEMENT/ASSLT W/INJ	2015	1	2010	4	
-97.67084573,30.35883197	TRAFFIC HAZARD/DEBRIS	2015	1	2010	11	
-97.67084573,30.35883197	CRASH/FAIL STOP AND RENDER AID	2015	11	2010	3	
-97.67084573,30.35883197	WARRANT ARREST NON TRAFFIC	2015	14	2010	16	
-97.67084573,30.35883197	ASSAULT WITH INJURY	2015	3	2010	4	
-97.67084573,30.35883197	AUTO THEFT	2015	4	2010	3	
-97.67084573,30.35883197	CRASH/CITY VEHICLE	2015	1	2010	4	
-97.67084573,30.35883197	ABANDONED VEH	2015	10	2010	9	
-97.67084573,30.35883197	CRASH/LEAVING THE SCENE	2015	155	2010	93	
-97.67084573,30.35883197	PEDESTRIAN ON ROADWAY	2015	1	2010	10	
-97.67084573,30.35883197	THEFT FROM AUTO	2015	2	2010	1	
-97.67084573,30.35883197	LOST PROP	2015	11	2010	29	
-97.67084573,30.35883197	CRASH/AUTO VS PEDESTRIAN	2015	1	2010	1	
-97.67084573,30.35883197	POSS CONTROLLED SUB/NARCOTIC	2015	13	2010	4	
-97.67084573,30.35883197	THEFT FROM PERSON	2015	4	2010	1	
-97.67084573,30.35883197	SUSPICIOUS VEH	2015	1	2010	5	
-97.67084573,30.35883197	ASSAULT BY CONTACT	2015	1	2010	1	
-97.67084573,30.35883197	DEL CONTROLLED SUB/NARCOTIC	2015	1	2010	3	
-97.67084573,30.35883197	CRASH/NO INJURY	2015	3	2010	3	
-97.67084573,30.35883197	DRIVING WHILE INTOX / FELONY	2015	1	2010	4	
-97.67084573,30.35883197	BURGLARY OF VEHICLE	2015	7	2010	9	
-97.67084573,30.35883197	DWI	2015	30	2010	38	
-97.67084573,30.35883197	DAMAGE CITY PROP	2015	5	2010	3	
-97.67084573,30.35883197	PUBLIC INTOXICATION	2015	6	2010	16	
-97.67084573,30.35883197	FAMILY DISTURBANCE	2015	12	2010	2	
-97.67084573,30.35883197	DISTURBANCE - OTHER	2015	8	2010	12	
-97.67084573,30.35883197	RECKLESS DRIVING	2015	2	2010	2	
-97.67084573,30.35883197	CRIMINAL MISCHIEF	2015	10	2010	12	
-97.67084573,30.35883197	DRIVING WHILE LICENSE INVALID	2015	15	2010	15	
-97.67084573,30.35883197	CRASH/FATALITY	2015	2	2010	1	
-97.67084573,30.35883197	ASSAULT ON PUBLIC SERVANT	2015	1	2010	1	
-97.67084573,30.35883197	ASSAULT BY THREAT	2015	1	2010	1	
-97.67084573,30.35883197	MISSING ADULT	2015	1	2010	1	
-97.67084573,30.35883197	VIOL STATE LAW - OTHER	2015	2	2010	6	
-97.67084573,30.35883197	DWI 2ND	2015	4	2010	6	
-97.67084573,30.35883197	VOCO SOLICITATION PROHIBIT	2015	1	2010	15	
-97.67084573,30.35883197	THEFT INFORMATION	2015	2	2010	1	
-97.67084573,30.35883197	ASSAULT BY CONTACT FAM/DATING	2015	2	2010	1	
-97.67102935,30.30909225	IMPOUNDED VEH	2015	2	2010	7	
-97.67102935,30.30909225	FOUND CONTROLLED SUBSTANCE	2015	1	2010	1	
-97.67102935,30.30909225	POSS OF DRUG PARAPHERNALIA	2015	5	2010	9	
-97.67102935,30.30909225	FOUND PROPERTY	2015	3	2010	6	
-97.67102935,30.30909225	THEFT	2015	7	2009	1	2010	14	
-97.67102935,30.30909225	UNLAWFUL CARRYING WEAPON	2015	2	2010	3	
-97.67102935,30.30909225	AUTO THEFT INFORMATION	2015	2	2010	2	
-97.67102935,30.30909225	ASSIST EMS	2015	1	2010	1	
-97.67102935,30.30909225	BURGLARY NON RESIDENCE	2015	1	2010	1	
-97.67102935,30.30909225	DOC EXPOSURE	2015	1	2010	1	
-97.67102935,30.30909225	CUSTODY ARREST TRAFFIC WARR	2015	18	2010	37	
-97.67102935,30.30909225	REQUEST TO APPREHEND	2015	7	2010	16	
-97.67102935,30.30909225	FAILURE TO IDENTIFY	2015	1	2010	1	
-97.67102935,30.30909225	AGG ASSAULT	2015	3	2010	7	
-97.67102935,30.30909225	HARASSMENT	2015	1	2010	2	
-97.67102935,30.30909225	ASSAULT W/INJURY-FAM/DATE VIOL	2015	4	2010	7	
-97.67102935,30.30909225	ASSAULT INFORMATION	2015	4	2010	2	
-97.67102935,30.30909225	POSS MARIJUANA	2015	20	2010	26	
-97.67102935,30.30909225	ASSIST COMPLAINANT	2015	1	2010	2	
-97.67102935,30.30909225	FELONY ENHANCEMENT/ASSLT W/INJ	2015	1	2010	4	
-97.67102935,30.30909225	TRAFFIC HAZARD/DEBRIS	2015	1	2010	11	
-97.67102935,30.30909225	CRASH/FAIL STOP AND RENDER AID	2015	11	2010	3	
-97.67102935,30.30909225	WARRANT ARREST NON TRAFFIC	2015	14	2010	16	
-97.67102935,30.30909225	ASSAULT WITH INJURY	2015	3	2010	4	
-97.67102935,30.30909225	AUTO THEFT	2015	4	2010	3	
-97.67102935,30.30909225	CRASH/CITY VEHICLE	2015	1	2010	4	
-97.67102935,30.30909225	ABANDONED VEH	2015	10	2010	9	
-97.67102935,30.30909225	CRASH/LEAVING THE SCENE	2015	155	2010	93	
-97.67102935,30.30909225	PEDESTRIAN ON ROADWAY	2015	1	2010	10	
-97.67102935,30.30909225	THEFT FROM AUTO	2015	2	2010	1	
-97.67102935,30.30909225	LOST PROP	2015	11	2010	29	
-97.67102935,30.30909225	CRASH/AUTO VS PEDESTRIAN	2015	1	2010	1	
-97.67102935,30.30909225	POSS CONTROLLED SUB/NARCOTIC	2015	13	2010	4	
-97.67102935,30.30909225	THEFT FROM PERSON	2015	4	2010	1	
-97.67102935,30.30909225	SUSPICIOUS VEH	2015	1	2010	5	
-97.67102935,30.30909225	ASSAULT BY CONTACT	2015	1	2010	1	
-97.67102935,30.30909225	DEL CONTROLLED SUB/NARCOTIC	2015	1	2010	3	
-97.67102935,30.30909225	CRASH/NO INJURY	2015	3	2010	3	
-97.67102935,30.30909225	DRIVING WHILE INTOX / FELONY	2015	1	2010	4	
-97.67102935,30.30909225	BURGLARY OF VEHICLE	2015	7	2010	9	
-97.67102935,30.30909225	DWI	2015	30	2010	38	
-97.67102935,30.30909225	DAMAGE CITY PROP	2015	5	2010	3	
-97.67102935,30.30909225	PUBLIC INTOXICATION	2015	6	2010	16	
-97.67102935,30.30909225	FAMILY DISTURBANCE	2015	12	2010	2	
-97.67102935,30.30909225	DISTURBANCE - OTHER	2015	8	2010	12	
-97.67102935,30.30909225	RECKLESS DRIVING	2015	2	2010	2	
-97.67102935,30.30909225	CRIMINAL MISCHIEF	2015	10	2010	12	
-97.67102935,30.30909225	DRIVING WHILE LICENSE INVALID	2015	15	2010	15	
-97.67102935,30.30909225	CRASH/FATALITY	2015	2	2010	1	
-97.67102935,30.30909225	ASSAULT ON PUBLIC SERVANT	2015	1	2010	1	
-97.67102935,30.30909225	ASSAULT BY THREAT	2015	1	2010	1	
-97.67102935,30.30909225	MISSING ADULT	2015	1	2010	1	
-97.67102935,30.30909225	VIOL STATE LAW - OTHER	2015	2	2010	6	
-97.67102935,30.30909225	DWI 2ND	2015	4	2010	6	
-97.67102935,30.30909225	VOCO SOLICITATION PROHIBIT	2015	1	2010	15	
-97.67102935,30.30909225	THEFT INFORMATION	2015	2	2010	1	
-97.67102935,30.30909225	ASSAULT BY CONTACT FAM/DATING	2015	2	2010	1	
-97.67112201,30.36307056	IMPOUNDED VEH	2015	2	2010	7	
-97.67112201,30.36307056	FOUND CONTROLLED SUBSTANCE	2015	1	2010	1	
-97.67112201,30.36307056	POSS OF DRUG PARAPHERNALIA	2015	5	2010	9	
-97.67112201,30.36307056	FOUND PROPERTY	2015	3	2010	6	
-97.67112201,30.36307056	THEFT	2015	7	2009	1	2010	14	
-97.67112201,30.36307056	UNLAWFUL CARRYING WEAPON	2015	2	2010	3	
-97.67112201,30.36307056	AUTO THEFT INFORMATION	2015	2	2010	2	
-97.67112201,30.36307056	ASSIST EMS	2015	1	2010	1	
-97.67112201,30.36307056	BURGLARY NON RESIDENCE	2015	1	2010	1	
-97.67112201,30.36307056	DOC EXPOSURE	2015	1	2010	1	
-97.67112201,30.36307056	CUSTODY ARREST TRAFFIC WARR	2015	18	2010	37	
-97.67112201,30.36307056	REQUEST TO APPREHEND	2015	7	2010	16	
-97.67112201,30.36307056	FAILURE TO IDENTIFY	2015	1	2010	1	
-97.67112201,30.36307056	AGG ASSAULT	2015	3	2010	7	
-97.67112201,30.36307056	HARASSMENT	2015	1	2010	2	
-97.67112201,30.36307056	ASSAULT W/INJURY-FAM/DATE VIOL	2015	4	2010	7	
-97.67112201,30.36307056	ASSAULT INFORMATION	2015	4	2010	2	
-97.67112201,30.36307056	POSS MARIJUANA	2015	21	2010	26	
-97.67112201,30.36307056	ASSIST COMPLAINANT	2015	1	2010	2	
-97.67112201,30.36307056	FELONY ENHANCEMENT/ASSLT W/INJ	2015	1	2010	4	
-97.67112201,30.36307056	TRAFFIC HAZARD/DEBRIS	2015	1	2010	11	
-97.67112201,30.36307056	CRASH/FAIL STOP AND RENDER AID	2015	11	2010	3	
-97.67112201,30.36307056	WARRANT ARREST NON TRAFFIC	2015	14	2010	16	
-97.67112201,30.36307056	ASSAULT WITH INJURY	2015	3	2010	4	
-97.67112201,30.36307056	AUTO THEFT	2015	4	2010	3	
-97.67112201,30.36307056	CRASH/CITY VEHICLE	2015	1	2010	4	
-97.67112201,30.36307056	ABANDONED VEH	2015	10	2010	9	
-97.67112201,30.36307056	CRASH/LEAVING THE SCENE	2015	155	2010	93	
-97.67112201,30.36307056	PEDESTRIAN ON ROADWAY	2015	1	2010	10	
-97.67112201,30.36307056	THEFT FROM AUTO	2015	2	2010	1	
-97.67112201,30.36307056	LOST PROP	2015	11	2010	29	
-97.67112201,30.36307056	CRASH/AUTO VS PEDESTRIAN	2015	1	2010	1	
-97.67112201,30.36307056	POSS CONTROLLED SUB/NARCOTIC	2015	13	2010	4	
-97.67112201,30.36307056	THEFT FROM PERSON	2015	4	2010	1	
-97.67112201,30.36307056	SUSPICIOUS VEH	2015	1	2010	5	
-97.67112201,30.36307056	ASSAULT BY CONTACT	2015	1	2010	1	
-97.67112201,30.36307056	DEL CONTROLLED SUB/NARCOTIC	2015	1	2010	3	
-97.67112201,30.36307056	CRASH/NO INJURY	2015	3	2010	3	
-97.67112201,30.36307056	DRIVING WHILE INTOX / FELONY	2015	1	2010	4	
-97.67112201,30.36307056	BURGLARY OF VEHICLE	2015	7	2010	9	
-97.67112201,30.36307056	DWI	2015	30	2010	38	
-97.67112201,30.36307056	DAMAGE CITY PROP	2015	5	2010	3	
-97.67112201,30.36307056	PUBLIC INTOXICATION	2015	6	2010	16	
-97.67112201,30.36307056	FAMILY DISTURBANCE	2015	12	2010	2	
-97.67112201,30.36307056	DISTURBANCE - OTHER	2015	8	2010	12	
-97.67112201,30.36307056	RECKLESS DRIVING	2015	2	2010	2	
-97.67112201,30.36307056	CRIMINAL MISCHIEF	2015	10	2010	12	
-97.67112201,30.36307056	DRIVING WHILE LICENSE INVALID	2015	15	2010	15	
-97.67112201,30.36307056	CRASH/FATALITY	2015	2	2010	1	
-97.67112201,30.36307056	ASSAULT ON PUBLIC SERVANT	2015	1	2010	1	
-97.67112201,30.36307056	ASSAULT BY THREAT	2015	1	2010	1	
-97.67112201,30.36307056	MISSING ADULT	2015	1	2010	1	
-97.67112201,30.36307056	VIOL STATE LAW - OTHER	2015	2	2010	6	
-97.67112201,30.36307056	DWI 2ND	2015	4	2010	6	
-97.67112201,30.36307056	VOCO SOLICITATION PROHIBIT	2015	1	2010	15	
-97.67112201,30.36307056	THEFT INFORMATION	2015	2	2010	1	
-97.67112201,30.36307056	ASSAULT BY CONTACT FAM/DATING	2015	2	2010	1	
-97.6711732,30.31686233	IMPOUNDED VEH	2015	2	2010	7	
-97.6711732,30.31686233	FOUND CONTROLLED SUBSTANCE	2015	1	2010	1	
-97.6711732,30.31686233	POSS OF DRUG PARAPHERNALIA	2015	5	2010	9	
-97.6711732,30.31686233	FOUND PROPERTY	2015	3	2010	6	
-97.6711732,30.31686233	THEFT	2015	7	2009	1	2010	14	
-97.6711732,30.31686233	UNLAWFUL CARRYING WEAPON	2015	2	2010	3	
-97.6711732,30.31686233	AUTO THEFT INFORMATION	2015	2	2010	2	
-97.6711732,30.31686233	ASSIST EMS	2015	1	2010	1	
-97.6711732,30.31686233	BURGLARY NON RESIDENCE	2015	1	2010	1	
-97.6711732,30.31686233	DOC EXPOSURE	2015	1	2010	1	
-97.6711732,30.31686233	CUSTODY ARREST TRAFFIC WARR	2015	18	2010	37	
-97.6711732,30.31686233	REQUEST TO APPREHEND	2015	7	2010	17	
-97.6711732,30.31686233	FAILURE TO IDENTIFY	2015	1	2010	1	
-97.6711732,30.31686233	AGG ASSAULT	2015	3	2010	7	
-97.6711732,30.31686233	HARASSMENT	2015	1	2010	2	
-97.6711732,30.31686233	ASSAULT W/INJURY-FAM/DATE VIOL	2015	4	2010	7	
-97.6711732,30.31686233	ASSAULT INFORMATION	2015	4	2010	2	
-97.6711732,30.31686233	POSS MARIJUANA	2015	21	2010	26	
-97.6711732,30.31686233	ASSIST COMPLAINANT	2015	1	2010	2	
-97.6711732,30.31686233	FELONY ENHANCEMENT/ASSLT W/INJ	2015	1	2010	4	
-97.6711732,30.31686233	TRAFFIC HAZARD/DEBRIS	2015	1	2010	11	
-97.6711732,30.31686233	CRASH/FAIL STOP AND RENDER AID	2015	11	2010	3	
-97.6711732,30.31686233	WARRANT ARREST NON TRAFFIC	2015	14	2010	16	
-97.6711732,30.31686233	ASSAULT WITH INJURY	2015	3	2010	4	
-97.6711732,30.31686233	AUTO THEFT	2015	4	2010	3	
-97.6711732,30.31686233	CRASH/CITY VEHICLE	2015	1	2010	4	
-97.6711732,30.31686233	ABANDONED VEH	2015	10	2010	9	
-97.6711732,30.31686233	CRASH/LEAVING THE SCENE	2015	155	2010	93	
-97.6711732,30.31686233	PEDESTRIAN ON ROADWAY	2015	1	2010	10	
-97.6711732,30.31686233	THEFT FROM AUTO	2015	2	2010	1	
-97.6711732,30.31686233	LOST PROP	2015	11	2010	29	
-97.6711732,30.31686233	CRASH/AUTO VS PEDESTRIAN	2015	1	2010	1	
-97.6711732,30.31686233	POSS CONTROLLED SUB/NARCOTIC	2015	13	2010	4	
-97.6711732,30.31686233	THEFT FROM PERSON	2015	4	2010	1	
-97.6711732,30.31686233	SUSPICIOUS VEH	2015	1	2010	5	
-97.6711732,30.31686233	ASSAULT BY CONTACT	2015	1	2010	1	
-97.6711732,30.31686233	DEL CONTROLLED SUB/NARCOTIC	2015	1	2010	3	
-97.6711732,30.31686233	CRASH/NO INJURY	2015	3	2010	3	
-97.6711732,30.31686233	DRIVING WHILE INTOX / FELONY	2015	1	2010	4	
-97.6711732,30.31686233	BURGLARY OF VEHICLE	2015	7	2010	9	
-97.6711732,30.31686233	DWI	2015	30	2010	38	
-97.6711732,30.31686233	DAMAGE CITY PROP	2015	5	2010	3	
-97.6711732,30.31686233	PUBLIC INTOXICATION	2015	6	2010	16	
-97.6711732,30.31686233	FAMILY DISTURBANCE	2015	12	2010	2	
-97.6711732,30.31686233	DISTURBANCE - OTHER	2015	8	2010	12	
-97.6711732,30.31686233	RECKLESS DRIVING	2015	2	2010	2	
-97.6711732,30.31686233	CRIMINAL MISCHIEF	2015	10	2010	12	
-97.6711732,30.31686233	DRIVING WHILE LICENSE INVALID	2015	15	2010	17	
-97.6711732,30.31686233	CRASH/FATALITY	2015	2	2010	1	
-97.6711732,30.31686233	ASSAULT ON PUBLIC SERVANT	2015	1	2010	1	
-97.6711732,30.31686233	ASSAULT BY THREAT	2015	1	2010	1	
-97.6711732,30.31686233	MISSING ADULT	2015	1	2010	1	
-97.6711732,30.31686233	VIOL STATE LAW - OTHER	2015	2	2010	6	
-97.6711732,30.31686233	DWI 2ND	2015	4	2010	6	
-97.6711732,30.31686233	VOCO SOLICITATION PROHIBIT	2015	1	2010	15	
-97.6711732,30.31686233	THEFT INFORMATION	2015	2	2010	1	
-97.6711732,30.31686233	ASSAULT BY CONTACT FAM/DATING	2015	2	2010	1	
-97.67119665,30.42425464	VIOL CITY ORDINANCE - OTHER	2015	1	2010	3	
-97.67119665,30.42425464	IMPOUNDED VEH	2015	2	2010	7	
-97.67119665,30.42425464	FOUND CONTROLLED SUBSTANCE	2015	1	2010	1	
-97.67119665,30.42425464	POSS OF DRUG PARAPHERNALIA	2015	5	2010	9	
-97.67119665,30.42425464	FOUND PROPERTY	2015	3	2010	6	
-97.67119665,30.42425464	THEFT	2015	7	2014	1	2009	1	2010	14	
-97.67119665,30.42425464	UNLAWFUL CARRYING WEAPON	2015	2	2010	3	
-97.67119665,30.42425464	AUTO THEFT INFORMATION	2015	2	2010	2	
-97.67119665,30.42425464	ASSIST EMS	2015	2	2010	1	
-97.67119665,30.42425464	BURGLARY NON RESIDENCE	2015	1	2010	1	
-97.67119665,30.42425464	DOC EXPOSURE	2015	1	2010	1	
-97.67119665,30.42425464	CUSTODY ARREST TRAFFIC WARR	2015	18	2010	37	
-97.67119665,30.42425464	REQUEST TO APPREHEND	2015	7	2010	17	
-97.67119665,30.42425464	NON HAZ TRAFFIC CITATION	2015	1	2010	1	
-97.67119665,30.42425464	FAILURE TO IDENTIFY	2015	1	2010	1	
-97.67119665,30.42425464	AGG ASSAULT	2015	3	2010	7	
-97.67119665,30.42425464	HARASSMENT	2015	1	2010	2	
-97.67119665,30.42425464	ASSAULT W/INJURY-FAM/DATE VIOL	2015	4	2010	7	
-97.67119665,30.42425464	ASSAULT INFORMATION	2015	4	2010	2	
-97.67119665,30.42425464	POSS MARIJUANA	2015	21	2010	26	
-97.67119665,30.42425464	ASSIST COMPLAINANT	2015	1	2010	2	
-97.67119665,30.42425464	FELONY ENHANCEMENT/ASSLT W/INJ	2015	1	2010	4	
-97.67119665,30.42425464	TRAFFIC HAZARD/DEBRIS	2015	1	2010	11	
-97.67119665,30.42425464	CRASH/FAIL STOP AND RENDER AID	2015	11	2010	4	
-97.67119665,30.42425464	WARRANT ARREST NON TRAFFIC	2015	14	2010	17	
-97.67119665,30.42425464	ASSAULT WITH INJURY	2015	3	2010	4	
-97.67119665,30.42425464	AUTO THEFT	2015	5	2010	3	
-97.67119665,30.42425464	CRASH/CITY VEHICLE	2015	1	2010	4	
-97.67119665,30.42425464	ABANDONED VEH	2015	10	2010	9	
-97.67119665,30.42425464	CRASH/LEAVING THE SCENE	2015	158	2010	98	
-97.67119665,30.42425464	PEDESTRIAN ON ROADWAY	2015	1	2010	10	
-97.67119665,30.42425464	THEFT FROM AUTO	2015	2	2010	1	
-97.67119665,30.42425464	LOST PROP	2015	11	2010	31	
-97.67119665,30.42425464	CRASH/AUTO VS PEDESTRIAN	2015	1	2010	1	
-97.67119665,30.42425464	POSS CONTROLLED SUB/NARCOTIC	2015	13	2010	4	
-97.67119665,30.42425464	THEFT FROM PERSON	2015	4	2010	1	
-97.67119665,30.42425464	SUSPICIOUS VEH	2015	1	2010	6	
-97.67119665,30.42425464	ASSAULT BY CONTACT	2015	1	2010	1	
-97.67119665,30.42425464	DEL CONTROLLED SUB/NARCOTIC	2015	1	2010	3	
-97.67119665,30.42425464	CRASH/NO INJURY	2015	3	2010	4	
-97.67119665,30.42425464	DRIVING WHILE INTOX / FELONY	2015	1	2010	4	
-97.67119665,30.42425464	BURGLARY OF VEHICLE	2015	7	2010	9	
-97.67119665,30.42425464	DWI	2015	30	2010	38	
-97.67119665,30.42425464	DAMAGE CITY PROP	2015	5	2010	3	
-97.67119665,30.42425464	PUBLIC INTOXICATION	2015	6	2010	16	
-97.67119665,30.42425464	FAMILY DISTURBANCE	2015	12	2010	3	
-97.67119665,30.42425464	DISTURBANCE - OTHER	2015	9	2010	12	
-97.67119665,30.42425464	RECKLESS DRIVING	2015	2	2010	2	
-97.67119665,30.42425464	CRIMINAL MISCHIEF	2015	11	2010	13	
-97.67119665,30.42425464	DRIVING WHILE LICENSE INVALID	2015	15	2010	17	
-97.67119665,30.42425464	CRASH/FATALITY	2015	2	2010	1	
-97.67119665,30.42425464	ASSAULT ON PUBLIC SERVANT	2015	1	2010	1	
-97.67119665,30.42425464	ASSAULT BY THREAT	2015	1	2010	1	
-97.67119665,30.42425464	MISSING ADULT	2015	1	2010	1	
-97.67119665,30.42425464	VIOL STATE LAW - OTHER	2015	2	2010	6	
-97.67119665,30.42425464	DWI 2ND	2015	4	2010	7	
-97.67119665,30.42425464	VOCO SOLICITATION PROHIBIT	2015	1	2010	17	
-97.67119665,30.42425464	THEFT INFORMATION	2015	2	2010	1	
-97.67119665,30.42425464	ASSAULT BY CONTACT FAM/DATING	2015	2	2010	1	
